Date,BTC-USD,ETH-USD,VUS.TO,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2015-08-06,279.5849914550781,2.7721199989318848,42.209999084472656,46.95,30.5,537.25,74.39,5.2873,2.2,29.1559,47.88,108.99,40.63
2015-08-07,260.99700927734375,0.7533249855041504,41.970001220703125,45.72,30.23,528.28,72.93,5.842,2.13,30.08,48.5,113.88,39.55
2015-08-10,270.385986328125,1.0678600072860718,42.599998474121094,47.71,30.5,549.0,72.72,6.229,1.97,31.34,48.38,114.0,39.16
2015-08-11,266.3760070800781,1.2174400091171265,42.220001220703125,46.24,28.97,533.75,73.17,6.078,1.9,29.6254,47.92,109.0,39.03
2015-08-12,264.0799865722656,1.8276699781417847,42.27000045776367,46.07,29.09,546.51,74.13,6.15,2.0,29.96,46.95,111.64,39.33
2015-08-13,265.67999267578125,1.8278700113296509,42.36000061035156,46.3,29.79,550.33,74.19,6.16,1.85,29.5911,47.46,110.68,38.4
2015-08-14,261.5509948730469,1.6888999938964844,42.369998931884766,49.19,30.7,556.65,72.98,5.899,1.87,29.82,48.0,108.25,38.3
2015-08-17,211.07899475097656,1.087049961090088,42.619998931884766,47.9,31.29,557.61,72.94,5.8625,1.8,30.52,49.23,113.24,40.62
2015-08-18,226.6840057373047,1.2588599920272827,42.52000045776367,47.33,31.37,542.49,72.63,5.89,1.8,29.835,49.45,108.72,38.57
2015-08-19,235.35000610351562,1.4649200439453125,42.34000015258789,48.03,32.0,546.06,70.35,5.8894,1.9,29.6651,47.69,108.93,38.45
2015-08-20,232.56900024414062,1.3952900171279907,41.22999954223633,46.03,30.1,527.54,71.29,5.67,1.7,28.3217,46.76,103.19,36.21
2015-08-21,230.38999938964844,1.37923002243042,40.04999923706055,46.89,30.73,498.82,66.82,5.4304,1.81,27.38,45.04,100.24,35.77
2015-08-24,221.60899353027344,1.1401900053024292,38.75,44.96,29.0,479.86,64.93,5.3203,1.81,26.16,43.07,99.86,33.9
2015-08-25,225.83099365234375,1.159980058670044,38.040000915527344,44.38,29.24,475.73,65.6,5.07,1.72,27.073,40.64,97.69,33.5
2015-08-26,224.7689971923828,1.1476999521255493,39.18000030517578,45.44,28.97,523.25,67.63,5.6273,1.74,27.9904,43.92,99.8,33.4
2015-08-27,231.39599609375,1.1913800239562988,39.86000061035156,47.3,29.01,530.27,67.47,5.664,1.83,29.34,45.0,103.86,35.07
2015-08-28,229.77999877929688,1.1825499534606934,40.2400016784668,42.64,29.13,518.46,67.6,5.8206,1.94,28.8335,46.06,105.22,36.34
2015-08-31,228.12100219726562,1.3516099452972412,40.0099983215332,42.89,29.62,532.95,67.68,5.69,1.89,29.5,44.78,103.32,35.0
2015-09-01,229.28399658203125,1.2947900295257568,38.91999816894531,41.76,28.14,498.85,66.95,5.58,1.73,27.32,43.61,102.77,34.69
2015-09-02,227.18299865722656,1.264930009841919,39.25,42.73,29.3,515.55,66.68,5.5797,1.85,29.281,44.4,105.33,35.92
2015-09-03,230.29800415039062,1.2744100093841553,39.689998626708984,41.88,27.43,505.94,66.88,5.6262,1.84,28.3596,43.8,104.82,36.68
2015-09-04,235.0189971923828,1.3388099670410156,38.959999084472656,41.9,28.73,517.0,66.57,5.6861,1.84,28.5177,44.25,101.63,35.88
2015-09-08,238.16799926757812,1.2065099477767944,39.95000076293945,42.04,28.16,541.7,68.77,5.69,1.93,28.6541,44.93,106.09,34.7
2015-09-09,238.4770050048828,1.1657700538635254,39.72999954223633,43.86,27.91,519.59,66.62,5.819,1.94,28.8705,44.02,103.28,34.84
2015-09-10,240.10699462890625,0.9829779863357544,39.65999984741211,43.41,27.55,538.22,67.01,5.899,1.87,28.488,44.33,106.5,33.76
2015-09-11,235.22900390625,1.0387400388717651,39.7599983215332,43.47,27.76,551.48,65.38,5.7,2.04,28.7908,45.51,106.94,34.01
2015-09-14,230.3040008544922,0.9444100260734558,39.630001068115234,45.08,27.42,541.86,67.29,5.7482,1.9,29.8576,44.82,105.58,33.92
2015-09-15,229.09100341796875,0.9071750044822693,40.22999954223633,43.0,28.4,541.34,66.61,5.779,1.9,30.27,44.92,108.59,34.4
2015-09-16,229.80999755859375,0.8742309808731079,40.52000045776367,46.08,28.08,536.77,67.56,6.053,1.96,29.9895,45.8,108.34,35.17
2015-09-17,232.97500610351562,0.8536850214004517,40.5,44.89,28.2,545.3,65.36,6.0603,1.97,29.67,44.27,104.5,33.62
2015-09-18,231.4929962158203,0.8823909759521484,39.75,43.77,28.03,567.09,66.31,5.9387,1.94,29.3782,44.3,104.25,32.97
2015-09-21,230.6179962158203,0.9017959833145142,39.91999816894531,41.88,27.79,565.44,64.57,5.9357,1.83,29.5098,45.12,103.57,35.57
2015-09-22,230.2830047607422,0.8934059739112854,39.45000076293945,41.52,26.53,538.8,66.3,5.838,1.77,28.9,44.3,106.77,34.18
2015-09-23,234.5290069580078,0.8136100172996521,39.400001525878906,41.53,25.59,548.66,65.51,6.04,1.7,28.71,45.32,104.7,35.15
2015-09-24,235.1439971923828,0.7362229824066162,39.2400016784668,42.2,26.71,552.22,66.78,6.13,1.77,29.18,44.96,101.63,35.42
2015-09-25,234.33999633789062,0.7859640121459961,39.02000045776367,43.0,26.3,545.55,65.71,6.0583,1.75,29.1963,44.85,101.6,34.34
2015-09-28,236.68699645996094,0.6611459851264954,37.9900016784668,41.5,25.61,519.2,65.34,5.985,1.69,28.91,44.02,101.12,33.81
2015-09-29,236.05999755859375,0.738644003868103,37.75,41.18,24.85,510.47,66.74,6.0544,1.71,27.515,45.4,103.66,31.9
2015-09-30,237.5489959716797,0.690214991569519,38.65999984741211,41.47,25.33,516.58,66.86,6.1975,1.8,28.38,44.78,102.3,31.76
2015-10-01,237.29299926757812,0.6785740256309509,38.599998474121094,42.09,26.05,532.27,65.14,6.2769,1.74,28.455,46.49,104.63,32.61
2015-10-02,238.72999572753906,0.6871709823608398,39.20000076293945,42.3,25.5,544.28,67.65,6.3,1.84,28.864,47.38,103.0,33.5
2015-10-05,246.06300354003906,0.6506450176239014,40.0,44.06,26.7,549.1,68.91,6.57,1.8,27.867,47.75,104.57,33.75
2015-10-06,242.968994140625,0.609387993812561,39.790000915527344,44.74,26.29,562.04,67.53,6.668,1.85,28.6673,47.75,104.45,32.65
2015-10-07,242.3040008544922,0.6217160224914551,40.08000183105469,45.37,28.04,554.7,67.84,6.748,1.86,28.237,47.4,106.75,32.63
2015-10-08,243.93099975585938,0.6506279706954956,40.5099983215332,45.48,27.65,549.8,70.04,6.7162,1.96,28.294,48.68,108.81,32.26
2015-10-09,244.9409942626953,0.6278570294380188,40.47999954223633,46.52,27.4,549.4,67.94,6.5429,2.0,29.1,48.72,109.17,32.56
2015-10-13,251.98899841308594,0.5229679942131042,40.43000030517578,44.9,28.16,564.9,69.14,6.6,1.93,29.0706,47.81,108.34,34.74
2015-10-14,254.32000732421875,0.5618780255317688,40.09000015258789,43.15,28.17,562.36,61.34,6.96,2.0,27.752,46.9,107.54,34.39
2015-10-15,262.8689880371094,0.5364949703216553,40.599998474121094,45.11,28.14,579.65,60.19,6.8831,2.05,28.861,48.0,110.73,34.71
2015-10-16,270.6400146484375,0.5471779704093933,40.72999954223633,45.59,27.83,587.37,61.83,7.026,2.02,28.92,49.29,112.55,35.53
2015-10-19,269.4630126953125,0.4348289966583252,40.86000061035156,45.43,27.5,579.73,60.8,7.0097,2.03,29.0931,49.91,112.64,35.8
2015-10-20,266.2720031738281,0.44732901453971863,40.83000183105469,45.7,27.11,586.15,60.87,7.1298,2.04,28.9168,48.94,113.48,35.25
2015-10-21,274.02301025390625,0.5677019953727722,40.59000015258789,47.59,26.68,571.37,60.47,7.064,2.2,28.83,47.8,114.82,34.12
2015-10-22,276.4960021972656,0.5396569967269897,41.08000183105469,47.28,26.0,585.34,59.6,7.2,2.17,29.725,49.46,113.56,36.53
2015-10-23,281.65399169921875,0.5635899901390076,41.54999923706055,46.17,27.46,599.07,60.7,7.2412,2.28,30.32,54.34,116.82,36.25
2015-10-26,285.29998779296875,0.7313169836997986,41.470001220703125,46.11,27.84,624.61,58.94,7.253,2.19,30.08,54.59,113.89,36.87
2015-10-27,293.7879943847656,0.8696410059928894,41.310001373291016,45.89,26.92,613.18,58.36,7.18,2.22,28.6635,56.19,116.95,36.38
2015-10-28,304.6180114746094,1.0024800300598145,41.83000183105469,46.47,28.61,635.2,57.98,7.3453,2.21,31.1085,54.82,117.67,37.19
2015-10-29,313.8550109863281,1.2066600322723389,41.810001373291016,46.26,28.1,653.98,60.54,7.18,2.14,30.3491,54.51,120.44,36.78
2015-10-30,328.0150146484375,1.04121994972229,41.66999816894531,46.42,27.92,637.7,57.93,7.2039,2.21,30.258,53.94,118.46,37.0
2015-11-02,361.1889953613281,0.9897890090942383,42.13999938964844,47.08,28.1,640.73,57.76,7.2,2.21,30.518,54.31,119.52,38.3
2015-11-03,403.4169921875,1.0133600234985352,42.25,46.87,27.16,647.71,59.92,7.433,2.34,30.7899,56.26,117.16,39.3
2015-11-04,411.56298828125,0.8990499973297119,42.119998931884766,48.14,26.84,667.38,60.24,7.128,2.3,30.7,57.1,115.12,37.9
2015-11-05,386.35400390625,0.8956369757652283,42.04999923706055,48.44,27.5,658.47,60.53,7.0438,2.3,30.81,56.93,114.0,37.98
2015-11-06,374.4700012207031,0.9260320067405701,42.040000915527344,47.45,28.43,661.67,59.71,8.133,2.19,30.63,57.49,120.83,37.08
2015-11-09,380.2569885253906,0.9992780089378357,41.7400016784668,46.9,27.43,685.61,59.14,8.0543,2.15,31.4286,54.19,117.43,38.3
2015-11-10,336.8190002441406,0.9343479871749878,41.720001220703125,47.58,27.8,661.88,59.66,7.7479,2.1,29.5463,54.53,120.05,38.0
2015-11-11,311.0840148925781,0.791828989982605,41.66999816894531,45.54,27.63,677.03,59.92,7.7513,2.13,30.3352,54.11,116.68,37.73
2015-11-12,338.1520080566406,0.8957110047340393,41.060001373291016,46.2,27.17,675.1,59.21,7.8,2.0,29.99,54.86,120.44,36.25
2015-11-13,336.75299072265625,0.9040960073471069,40.56999969482422,38.2,26.58,660.66,57.49,7.6,2.0,28.462,55.39,116.02,36.12
2015-11-16,330.7510070800781,0.928961992263794,40.959999084472656,38.79,27.31,656.55,60.47,7.7,2.07,29.3622,54.639,121.6,36.53
2015-11-17,335.093994140625,1.0079799890518188,41.060001373291016,38.84,26.4,659.6,60.51,7.9,2.01,29.311,54.44,118.84,36.31
2015-11-18,334.5899963378906,0.9933189749717712,41.54999923706055,39.02,26.81,678.75,62.16,8.0387,2.22,29.758,55.77,123.89,37.92
2015-11-19,326.14898681640625,0.9555320143699646,41.720001220703125,39.45,26.65,663.81,62.1,8.0,2.17,30.055,55.15,123.37,37.68
2015-11-20,322.0220031738281,0.9249200224876404,41.81999969482422,40.22,26.24,680.68,62.26,8.161,2.27,30.774,56.53,123.74,37.45
2015-11-23,323.0459899902344,0.9469689726829529,41.880001068115234,37.67,25.92,698.94,62.41,8.09,2.3,30.0695,55.96,124.03,35.76
2015-11-24,320.0459899902344,0.9001910090446472,42.0,39.51,25.75,681.98,61.88,7.921,2.45,30.96,54.79,121.51,35.97
2015-11-25,328.20599365234375,0.8635370135307312,41.9900016784668,37.27,26.32,698.16,61.01,7.8073,2.4,30.7363,54.26,123.31,36.13
2015-11-27,358.0419921875,0.867950975894928,42.279998779296875,37.4,25.31,689.67,61.11,8.0117,2.43,30.2388,53.95,116.9,36.52
2015-11-30,377.3210144042969,0.8731189966201782,41.880001068115234,35.07,25.58,692.7,59.59,8.14,2.42,30.288,56.77,118.17,36.89
2015-12-01,362.4880065917969,0.8748000264167786,42.13999938964844,36.3,26.26,693.12,61.42,8.4348,2.39,29.677,55.81,118.61,35.74
2015-12-02,359.18701171875,0.8212100267410278,41.790000915527344,35.04,25.15,695.99,60.15,8.169,2.38,29.2,56.55,115.0,35.74
2015-12-03,361.0459899902344,0.8121430277824402,41.13999938964844,32.8,25.6,676.0,61.94,8.2621,2.33,29.8,54.8,116.9,35.53
2015-12-04,363.1830139160156,0.8400409817695618,41.93000030517578,34.2,24.13,698.24,62.42,8.8368,2.29,30.6268,56.85,115.34,36.85
2015-12-07,395.5360107421875,0.8112639784812927,41.61000061035156,34.06,23.67,685.6,62.5,8.666,2.433,30.99,56.4,115.51,36.54
2015-12-08,415.56298828125,0.8221179842948914,41.38999938964844,34.64,24.27,709.19,60.37,8.59,2.43,30.2072,57.98,114.06,36.3
2015-12-09,417.56298828125,0.7921670079231262,40.9900016784668,33.75,23.25,688.63,59.78,8.1902,2.44,29.574,57.5,112.75,35.59
2015-12-10,415.47900390625,0.840395987033844,41.20000076293945,33.3,24.63,672.93,62.36,8.258,2.55,29.3907,55.34,111.03,36.12
2015-12-11,451.93798828125,0.9297620058059692,40.29999923706055,31.0,23.26,659.8,62.04,8.4454,2.41,28.55,54.75,109.43,36.42
2015-12-14,444.1820068359375,0.9930220246315002,40.31999969482422,30.47,22.97,690.67,62.3,8.2667,2.45,28.92,56.01,114.08,36.09
2015-12-15,465.3210144042969,1.0141500234603882,40.95000076293945,31.88,24.76,673.49,60.54,8.3823,2.44,28.1831,57.0,113.81,36.75
2015-12-16,454.9339904785156,0.9911820292472839,41.349998474121094,31.25,26.0,694.57,61.4,8.4257,2.57,29.117,56.9,114.7,36.96
2015-12-17,456.0780029296875,0.9407010078430176,40.90999984741211,30.33,25.48,684.47,60.17,8.4982,2.6,28.158,58.3,117.21,36.45
2015-12-18,463.6159973144531,0.9201269745826721,40.22999954223633,29.49,24.81,694.76,58.93,8.202,2.46,27.352,54.82,112.12,35.93
2015-12-21,438.6390075683594,0.9007710218429565,40.33000183105469,29.94,25.25,694.6,61.94,8.275,2.61,27.9616,56.29,111.48,36.16
2015-12-22,436.5719909667969,0.8642020225524902,40.79999923706055,29.7,25.1,694.17,62.94,8.3517,2.83,27.5729,56.49,107.41,36.805
2015-12-23,442.4010009765625,0.8580769896507263,41.310001373291016,29.13,23.62,674.0,62.57,8.6151,2.86,27.1947,58.0,106.17,38.21
2015-12-24,454.9849853515625,0.8632619976997375,41.119998931884766,29.04,24.23,665.69,63.2,8.5802,2.99,27.6286,58.06,108.04,37.99
2015-12-29,432.9830017089844,0.873054027557373,41.41999816894531,29.44,23.62,716.81,62.97,8.66,3.0,27.424,58.83,109.6,38.46
2015-12-30,426.6199951171875,0.9119579792022705,41.15999984741211,29.7,23.74,700.63,63.64,8.5073,3.13,27.05,56.48,107.19,38.19
2015-12-31,430.5669860839844,0.933542013168335,40.779998779296875,28.99,25.0,680.31,62.9,8.44,2.88,27.226,55.67,105.43,37.2
2016-01-04,433.09100341796875,0.954479992389679,40.02000045776367,29.12,24.3,654.54,62.95,8.3543,2.8,26.8383,55.4,104.21,35.71
2016-01-05,431.9599914550781,0.9501760005950928,40.18000030517578,29.09,23.5,655.98,64.77,8.2286,2.87,26.0144,56.38,101.6,34.35
2016-01-06,429.1050109863281,0.9508600234985352,39.599998474121094,29.53,24.1,645.42,65.48,7.9584,2.57,26.363,54.16,102.32,35.0
2016-01-07,458.0480041503906,0.9420049786567688,38.68000030517578,29.24,23.13,627.75,67.26,7.79,2.375,25.1298,52.38,101.3,33.78
2016-01-08,453.2300109863281,0.9867889881134033,38.130001068115234,29.17,22.88,631.39,63.97,7.4845,2.22,24.94,52.69,102.17,34.23
2016-01-11,448.4280090332031,1.0615999698638916,38.189998626708984,30.58,22.87,636.08,65.93,7.44,2.39,24.8498,52.3,101.31,34.13
2016-01-12,435.69000244140625,1.1410000324249268,38.099998474121094,27.91,23.29,627.37,64.8,7.648,2.49,25.06,54.24,103.21,33.68
2016-01-13,432.3710021972656,1.1252000331878662,37.36000061035156,27.29,22.66,596.56,62.25,7.333,2.33,25.2465,52.53,99.52,33.34
2016-01-14,430.3059997558594,1.1895899772644043,37.95000076293945,26.22,22.08,616.0,64.97,7.4408,2.32,25.7,55.21,104.06,33.23
2016-01-15,364.33099365234375,1.208009958267212,37.15999984741211,26.58,21.73,577.99,63.12,6.7855,2.1,24.9107,52.92,97.0,33.34
2016-01-19,380.14898681640625,1.3713899850845337,37.15999984741211,25.65,21.34,595.22,63.51,6.9617,1.97,24.828,52.08,96.47,32.9
2016-01-20,420.2300109863281,1.5318200588226318,36.75,25.67,21.14,582.89,61.63,6.87,1.8,24.8095,52.81,92.7,32.7
2016-01-21,410.2619934082031,1.553570032119751,37.060001373291016,25.45,20.47,575.65,62.41,7.25,2.18,24.913,52.72,95.13,32.0
2016-01-22,382.49200439453125,1.501270055770874,37.689998626708984,26.17,20.9,608.08,65.69,7.254,2.1,25.96,52.57,99.8,32.37
2016-01-25,391.72601318359375,2.499269962310791,37.060001373291016,25.85,20.34,599.04,66.01,7.398,2.17,25.68,54.09,99.72,31.69
2016-01-26,392.15301513671875,2.276370048522949,37.68000030517578,26.34,22.47,610.35,66.0,7.413,2.13,25.8983,53.29,99.92,32.35
2016-01-27,394.97198486328125,2.388550043106079,37.2599983215332,27.37,21.03,600.46,65.73,7.17,2.19,24.19,53.47,98.5,32.46
2016-01-28,380.28900146484375,2.5264899730682373,37.43000030517578,25.83,21.65,651.46,64.44,7.1625,2.12,23.9819,53.592,96.54,34.33
2016-01-29,379.4739990234375,2.494960069656372,38.2599983215332,26.95,22.5,607.0,66.82,7.6328,2.2,24.42,56.91,97.98,37.12
2016-02-01,373.0559997558594,2.2116899490356445,38.380001068115234,27.66,21.35,590.57,68.2,7.594,2.18,25.1083,57.08,97.34,37.9
2016-02-02,374.447998046875,2.4396400451660156,37.650001525878906,26.02,21.85,578.8,69.5,7.144,2.09,23.94,54.0,96.69,37.68
2016-02-03,369.9490051269531,2.5286900997161865,37.779998779296875,26.49,21.08,548.89,68.08,7.1,2.08,24.6264,53.94,95.68,38.38
2016-02-04,389.593994140625,2.5780398845672607,37.86000061035156,28.17,22.58,547.86,69.48,7.4016,2.09,24.3,53.0,96.5,37.55
2016-02-05,386.54901123046875,2.538990020751953,37.11000061035156,27.55,20.48,502.64,69.0,6.6533,2.06,23.576,50.29,94.7,36.75
2016-02-08,373.4469909667969,3.1797900199890137,36.59000015258789,28.18,20.29,495.1,68.1,6.405,1.97,24.5984,50.61,96.39,34.07
2016-02-09,376.02899169921875,4.044640064239502,36.540000915527344,27.81,20.93,490.9,68.39,6.462,2.0,24.5032,49.52,92.75,33.6
2016-02-10,381.64898681640625,4.436260223388672,36.599998474121094,27.05,20.75,494.0,66.7,6.5844,1.85,23.915,49.76,92.54,32.9
2016-02-11,379.65399169921875,6.0131001472473145,36.22999954223633,27.67,21.02,511.47,66.98,6.368,1.92,24.585,50.42,91.28,34.99
2016-02-12,384.26300048828125,5.546979904174805,36.810001373291016,27.33,21.37,511.17,68.81,6.4388,1.9,24.509,51.9,94.39,35.5
2016-02-16,407.4880065917969,4.3152899742126465,37.470001220703125,29.0,22.48,542.2,66.6,6.9941,1.87,24.94,52.18,96.97,36.32
2016-02-17,416.3219909667969,3.757240056991577,38.08000183105469,29.82,22.4,550.9,66.83,7.235,2.0,24.54,53.05,97.5,37.38
2016-02-18,422.37298583984375,4.399129867553711,37.90999984741211,29.6,22.5,542.0,65.95,7.83,1.91,24.755,53.67,95.81,36.88
2016-02-19,420.7850036621094,4.737889766693115,37.90999984741211,29.37,22.11,551.0,65.08,7.95,1.98,24.68,54.29,99.75,36.86
2016-02-22,437.74798583984375,5.616499900817871,38.459999084472656,30.63,22.39,583.0,68.84,8.01,2.09,24.36,53.44,100.66,37.0
2016-02-23,420.7359924316406,5.586209774017334,38.09000015258789,29.8,22.7,565.44,69.55,7.9,2.0,23.9621,51.53,95.73,36.3
2016-02-24,424.9549865722656,6.2364702224731445,38.029998779296875,29.95,23.46,572.79,69.04,8.321,2.05,24.228,52.77,98.88,36.85
2016-02-25,424.54400634765625,6.104800224304199,38.61000061035156,30.83,23.0,562.96,69.5,8.1984,2.1,25.12,53.5,98.39,36.93
2016-02-26,432.1520080566406,5.921669960021973,38.61000061035156,31.43,23.9,567.58,69.83,8.08,2.08,24.4774,53.0,95.8,39.21
2016-02-29,437.6969909667969,6.336989879608154,38.349998474121094,32.21,24.06,579.59,68.07,8.02,2.24,24.8921,52.45,97.67,38.59
2016-03-01,435.12298583984375,7.653689861297607,39.150001525878906,32.34,25.22,598.2,68.01,8.4355,2.21,25.5778,53.38,100.7,39.66
2016-03-02,423.989013671875,8.4653902053833,39.43000030517578,32.41,25.93,581.04,69.45,8.374,2.42,26.1734,55.13,100.0,40.61
2016-03-03,421.6510009765625,9.294150352478027,39.619998931884766,34.3,26.3,601.61,66.98,8.1759,2.56,25.842,54.14,103.76,40.53
2016-03-04,410.9389953613281,10.406000137329102,39.77000045776367,32.35,27.78,594.85,69.43,8.3424,2.44,26.2114,52.44,99.16,39.04
2016-03-07,414.3210144042969,9.552630424499512,39.790000915527344,31.34,29.47,590.2,69.73,8.091,2.56,25.8861,53.48,101.59,39.09
2016-03-08,413.97198486328125,9.847209930419922,39.36000061035156,30.67,28.92,570.14,68.53,7.9883,2.4,25.779,53.01,100.44,38.2
2016-03-09,414.8599853515625,11.89799976348877,39.470001220703125,32.11,29.43,571.68,68.47,8.0324,2.35,26.28,53.12,100.07,40.31
2016-03-10,417.1310119628906,11.305000305175781,39.459999084472656,30.98,30.2,585.81,70.48,8.21,2.32,25.4366,52.92,99.35,39.85
2016-03-11,421.69000244140625,11.082799911499023,40.16999816894531,31.94,30.2,591.22,68.47,8.395,2.59,26.32,53.9,99.27,39.8
2016-03-14,416.43798828125,12.45259952545166,40.150001525878906,32.9,30.04,601.72,68.64,8.141,2.82,26.14,54.16,101.97,39.79
2016-03-15,416.8299865722656,13.010000228881836,39.72999954223633,31.1,29.86,580.11,69.6,8.069,2.5,26.32,55.12,98.83,40.91
2016-03-16,417.010986328125,12.520899772644043,40.02000045776367,33.41,29.0,585.33,70.79,8.343,2.66,27.725,54.51,102.94,40.22
2016-03-17,420.6210021972656,11.081500053405762,40.290000915527344,32.51,29.35,582.53,68.22,8.547,2.8,27.67,56.74,103.9,41.85
2016-03-18,409.5480041503906,10.998100280761719,40.45000076293945,31.45,29.61,563.07,68.91,8.7221,2.97,27.68,54.53,102.4,40.12
2016-03-21,413.3070068359375,11.864100456237793,40.470001220703125,31.29,28.86,562.65,70.24,8.5716,2.9,27.6408,54.19,102.18,42.62
2016-03-22,418.0889892578125,11.274800300598145,40.470001220703125,31.2,29.05,573.07,70.77,8.8207,2.9,26.68,54.73,100.58,42.38
2016-03-23,418.0409851074219,12.41670036315918,40.20000076293945,31.68,29.08,584.96,70.36,8.7215,2.7,27.8329,54.71,101.12,42.17
2016-03-24,416.3940124511719,11.234999656677246,40.16999816894531,30.73,28.97,602.84,68.0,9.0,2.91,27.3995,55.21,101.57,39.52
2016-03-28,416.5159912109375,11.656399726867676,40.18000030517578,30.74,29.2,583.96,71.32,8.7087,2.9,26.6928,54.15,102.02,39.14
2016-03-29,414.8160095214844,11.952899932861328,40.61000061035156,32.53,29.34,616.33,70.17,9.176,2.97,28.25,56.68,102.03,39.67
2016-03-30,416.72900390625,11.403499603271484,40.720001220703125,32.23,29.6,618.05,71.4,9.35,2.94,28.13,56.55,103.53,40.2
2016-03-31,417.9599914550781,11.663599967956543,40.70000076293945,32.65,29.15,614.83,69.28,8.9521,2.91,27.4993,55.24,103.48,39.3
2016-04-01,420.87298583984375,11.598899841308594,40.97999954223633,31.35,30.0,612.2,69.67,9.1983,2.94,28.0037,57.78,102.53,40.8
2016-04-04,424.0299987792969,10.43809986114502,40.77000045776367,31.5,28.68,610.91,71.2,9.15,2.91,28.45,56.9,101.96,39.27
2016-04-05,423.4129943847656,10.685400009155273,40.43000030517578,30.52,27.75,614.14,72.01,9.2245,2.89,28.1799,55.65,101.0,38.9
2016-04-06,422.7449951171875,10.069700241088867,40.81999969482422,31.15,28.18,616.07,71.82,9.24,2.9,27.78,57.71,97.94,40.15
2016-04-07,420.3489990234375,9.719590187072754,40.34000015258789,29.67,27.9,595.77,68.26,9.2624,2.69,27.634,57.12,99.81,40.11
2016-04-08,419.4110107421875,9.150620460510254,40.349998474121094,30.28,28.57,605.3,68.77,8.974,2.78,27.652,54.87,99.7,40.25
2016-04-11,425.19000244140625,7.442309856414795,40.369998931884766,31.13,26.95,606.81,67.8,9.35,2.87,27.27,54.93,100.93,39.94
2016-04-12,423.7340087890625,8.04442024230957,40.70000076293945,30.3,27.91,623.71,70.5,9.11,2.84,27.69,56.78,98.94,39.3
2016-04-13,424.2820129394531,8.387240409851074,41.189998626708984,32.63,28.53,621.64,70.76,9.33,2.9,28.99,57.0,102.75,40.11
2016-04-14,429.7130126953125,8.242779731750488,41.16999816894531,31.87,27.88,630.42,71.7,9.39,2.81,28.701,56.01,98.98,39.19
2016-04-15,430.5719909667969,8.60949993133545,41.150001525878906,31.88,27.71,643.0,69.89,9.4171,2.8,27.8405,56.19,101.48,39.46
2016-04-18,435.5090026855469,8.714879989624023,41.40999984741211,32.47,29.4,645.79,72.66,9.5671,2.89,27.07,58.89,105.05,40.69
2016-04-19,441.3890075683594,8.465789794921875,41.540000915527344,32.65,28.39,648.7,73.14,9.2374,2.71,26.7433,57.86,105.0,39.43
2016-04-20,449.42498779296875,8.10216999053955,41.599998474121094,34.02,28.82,658.79,70.01,9.1501,2.8,26.9812,57.87,107.82,41.7
2016-04-21,445.73699951171875,7.82125997543335,41.369998931884766,32.67,27.7,657.0,70.3,9.2962,2.64,27.4112,58.22,104.67,40.9
2016-04-22,450.2820129394531,8.294790267944336,41.43000030517578,34.3,28.32,646.4,69.25,9.3097,4.09,27.44,52.71,108.19,41.39
2016-04-25,466.0889892578125,7.397039890289307,41.22999954223633,34.3,27.32,627.4,71.86,9.4837,3.59,27.22,53.86,108.96,41.8
2016-04-26,444.68701171875,7.759970188140869,41.38999938964844,33.46,27.99,622.51,70.5,9.55,3.68,26.3673,51.93,108.85,40.22
2016-04-27,449.010986328125,7.172530174255371,41.599998474121094,34.0,28.98,626.83,72.45,9.5758,3.8,24.686,51.98,106.09,41.39
2016-04-28,455.09698486328125,7.457290172576904,41.15999984741211,34.0,28.51,603.0,71.06,9.42,3.7,23.9759,51.2,104.68,42.05
2016-04-29,448.3179931640625,8.813980102539062,40.939998626708984,34.0,29.51,674.1,68.26,9.0963,3.6,23.896,51.53,107.1,40.95
2016-05-02,450.3039855957031,9.311269760131836,41.25,33.78,29.85,689.67,70.42,9.0,3.75,24.44,51.17,106.07,40.16
2016-05-03,446.72198486328125,9.413769721984863,40.849998474121094,31.5,28.89,676.15,68.0,8.9647,3.8,23.842,50.63,105.3,39.88
2016-05-04,447.97601318359375,9.82610034942627,40.63999938964844,31.88,29.62,671.8,68.98,8.89,3.6,23.6967,50.73,106.81,38.35
2016-05-05,459.6029968261719,9.346639633178711,40.560001373291016,30.96,29.23,660.98,70.5,8.8602,3.78,23.62,50.84,105.64,39.61
2016-05-06,458.5360107421875,9.37051010131836,40.650001525878906,30.8,29.48,707.26,71.38,8.9616,3.76,23.54,50.5,107.86,39.93
2016-05-09,450.8949890136719,9.361519813537598,40.72999954223633,31.08,29.86,711.87,69.84,9.01,3.81,24.0561,52.12,109.26,40.22
2016-05-10,452.7279968261719,9.9962797164917,41.25,31.04,30.27,737.05,70.34,9.44,3.69,24.171,53.33,111.0,41.36
2016-05-11,454.7659912109375,10.05780029296875,40.900001525878906,30.4,30.76,729.91,69.49,9.285,3.67,23.5475,52.27,104.78,40.01
2016-05-12,455.6700134277344,10.506600379943848,40.90999984741211,29.3,29.51,726.39,67.9,9.1112,3.6,22.637,53.81,104.87,40.99
2016-05-13,455.6709899902344,10.239700317382812,40.5,29.96,29.89,743.84,65.05,10.419,3.82,23.02,52.24,101.0,41.03
